ID,Kingdom,PhylumDivision,Class,Order,Family,Genus,Species,CommonName,Nonindigenous,EarlyLifeMinerology,AdultMinerology,PugetSoundReference,EarlyLifeMineralReference,AdultMineralReference,SpeciesTaxonomyReference
2482,Animalia,Chordata,Ascidiacea,Pleurogona,Molgulidae,Molgula,pugetiensis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Herdman 1898),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2483,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,acherusicum,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Costa 1853)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2484,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,insidiosum,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Crawford 1937)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2485,Animalia,Annelida,Sedentaria,Canalipalpata,Ampharetidae,Amphisamytha,bioculata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Moore 1906)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2486,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,cirrata,,,Aragonite,Aragonite,"PSMEP_Benthic_Inverts(Berry, 1919)",Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2487,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,imporcata,,,Aragonite,Aragonite,PSMEP_Benthic_Inverts(Carpenter 1864),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2488,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,fernaldi,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(George & Stromberg 1968),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2489,Animalia,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Munnogonium,tillerae,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Menzies & J.L. Barnard 1959)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2490,Animalia,Kamptozoa,Entoprocta,Solitaria,Pedicellinidae,Myosoma,spinosa,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Robertson 1900),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2491,Animalia,Annelida,Sedentaria,Canalipalpata,Oweniidae,Myriochele,olgae,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Blake in Blake Hilibig & Scott 2000),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2492,Animalia,Annelida,Sedentaria,Canalipalpata,Oweniidae,Myriochele,striolata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Blake in Blake Hilibig & Scott 2000),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2493,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Myriozoidae,Myriozoella,plana,,,Calcite,Calcite,PSMEP_Benthic_Inverts((Dawson 1859)),Kuklinsky and Taylor 2009,Kuklinsky and Taylor 2009,ITIS
2494,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidella,americana,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Banner 1948),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2495,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,litoralis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Banner 1948)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2496,Animalia,Annelida,Sedentaria,Scolecida,Orbiniidae,Naineris,quadricuspida,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Fabricius 1780)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2497,Animalia,Annelida,Sedentaria,Scolecida,Orbiniidae,Naineris,uncinata,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Hartman 1957),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2498,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,Neaeromya,compressa,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Dall 1899)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2499,Animalia,Mollusca,Bivalvia,Veneroida,Lasaeidae,Neaeromya,rugifera,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Carpenter 1864)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2500,Animalia,Arthropoda,Malacostraca,Leptostraca,Nebaliidae,Nebalia,pugettensis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(),Taxonomic Assignment (Class),Taxonomic Assignment (Class),ITIS
2501,Animalia,Annelida,Sedentaria,Bonelliida,Bonelliidae,Nellobia,eusoma,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Fisher 1946),Thompson 1986,Thompson 1986,ITIS
2502,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Neoamphitrite,robusta,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Johnson 1901),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2503,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Neocrangon,communis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Rathbun 1899)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2504,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Ortmann 1908),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2505,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Holmes 1896),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2506,Animalia,Arthropoda,Malacostraca,Decapoda,Callianassidae,Neotrypaea,gigas,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Dana 1852)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2507,Animalia,Sipuncula,Sipunculidea,Golfingiiformes,Golfingiidae,Nephasoma,diaphanes,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Gerould 1913)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2508,Animalia,Annelida,Errantia,Phyllodocida,Nephtyidae,Nephtys,brachycephala,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Moore 1903),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2509,Animalia,Annelida,Errantia,Phyllodocida,Nephtyidae,Nephtys,californiensis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1938),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2510,Animalia,Annelida,Errantia,Phyllodocida,Nephtyidae,Nephtys,ciliata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Mⁿller 1788)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2511,Animalia,Annelida,Errantia,Phyllodocida,Nephtyidae,Nephtys,discors,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Ehlers 1868),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2512,Animalia,Annelida,Errantia,Phyllodocida,Nephtyidae,Nephtys,glabra,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1950),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2513,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,phoenicea,,,"Amorphous, Aragonite","Aragonite, Calcite",PSMEP_Benthic_Inverts((Dall 1907)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2514,Animalia,Annelida,Errantia,Phyllodocida,Nereididae,Nereis,zonata,,,No mineralization,No mineralization,"PSMEP_Benthic_Inverts(Malmgren, 1867á)",Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2515,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Nicolea,zostericola,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(╓rsted 1844),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2516,Animalia,Annelida,Sedentaria,Scolecida,Maldanidae,Nicomache,personata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Johnson 1901),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2517,Animalia,Nemertea,Enopla,Hoplonemertea,Amphiporidae,Amphiporus,pacificus,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Coe 1905)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2518,Animalia,Bryozoa,Gymnolaemata,Ctenostomata,Nolellidae,Nolella,stipata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Gosse 1855),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2519,Animalia,Annelida,Errantia,Eunicida,Onuphidae,Nothria,occidentalis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Fauchald 1968),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2520,Animalia,Annelida,Sedentaria,Scolecida,Capitellidae,Notomastus,hemipodus,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hartman 1945),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2521,Animalia,Annelida,Sedentaria,Scolecida,Capitellidae,Notomastus,latericeus,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(M. Sars 1851),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2522,Animalia,Annelida,Sedentaria,Scolecida,Capitellidae,Notomastus,lineatus,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(ClaparΦde 1870),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2523,Animalia,Annelida,Errantia,Phyllodocida,Phyllodocidae,Notophyllum,_intentionally left blank,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(╓rsted 1843),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2524,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculanidae,Nuculana,cellulita,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Dall 1896)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2525,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculanidae,Nuculana,hamata,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Carpenter 1864)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2526,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculanidae,Nuculana,pernula,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((O.F. Muller 1779)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2527,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculanidae,Nuculana,penderi,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Dall & Bartsch 1910)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2528,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculanidae,Nuculana,taphria,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Dall 1897)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2529,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Nutricola,tantilla,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Gould 1853)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2530,Animalia,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,heterodenticulatum,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Hedgpeth 1941),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2531,Animalia,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,pixellae,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Scott 1912),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2532,Animalia,Cnidaria,Hydrozoa,Leptothecatae,Campanulariidae,Obelia,bidentata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Clark 1875),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2533,Animalia,Nemertea,Enopla,Hoplonemertea,Prosorhochmidae,Oerstedia,dorsalis,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Abildgaard 1806)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2534,Animalia,Mollusca,Gastropoda,Sacoglossa,Stiligeridae,Olea,hansineensis,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts(Agersborg 1923),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2535,Animalia,Annelida,Errantia,Eunicida,Onuphidae,Onuphis,elegans,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Johnson 1901)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2536,Animalia,Annelida,Errantia,Eunicida,Onuphidae,Onuphis,geophiliformis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Moore 1903)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2537,Animalia,Annelida,Sedentaria,Scolecida,Opheliidae,Ophelia,assimilis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Tebble 1953),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2538,Animalia,Annelida,Sedentaria,Scolecida,Opheliidae,Ophelia,limacina,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Rathke 1843)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2539,Animalia,Annelida,Sedentaria,Scolecida,Opheliidae,Ophelina,groenlandica,,,No mineralization,No mineralization,"PSMEP_Benthic_Inverts(St°p-Bowitz, 1948)",Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2540,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Ophiodermella,cancellata,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Carpenter 1864)),"Skulan et al 1997, Gussone et al 2016","Skulan et al 1997, Gussone et al 2016",ITIS
2541,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Ophiodermella,inermis,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Reeve 1843)),"Skulan et al 1997, Gussone et al 2016","Skulan et al 1997, Gussone et al 2016",ITIS
2542,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,sarsi,,,Amorphous,"High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Lⁿtken 1855),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2543,Animalia,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Oradarea,longimana,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Boeck 1871)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2544,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Orchomene,obtusa,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((G.O. Sars 1891)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2545,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Orchomenella,decipiens,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Hurley 1963),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2546,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Orchomenella,pacifica,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Gurjanova 1938)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2547,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Orchomenella,pinguis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Boeck 1861)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2548,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Orthopsyllidae,Orthopsyllus,linearis,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Claus 1866)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2549,Animalia,Annelida,Sedentaria,Canalipalpata,Oweniidae,Owenia,johnsoni,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Blake in Blake Hilibig & Scott 2000),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2550,Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis,pacifica,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Zimmer 1936),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2551,Animalia,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Pachynus,barnardi,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Hurley 1963),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2552,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Pacifacanthomysis,nephrophthalma,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Banner 1948)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2553,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pacifoculodes,zernovi,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Gujanova 1938)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2554,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,aleuticus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Benedict 1892)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2555,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,capillatus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Benedict 1892)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2556,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,ochotensis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Brandt 1851),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2557,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,setosus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts((Benedict 1892)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2558,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,tridens,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Rathbun 1902),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2559,Animalia,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora,glacialis,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts(Leach in Ross 1819),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2560,Animalia,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora,wardiana,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts(A. Adams 1860),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2561,Animalia,Mollusca,Bivalvia,Myoida,Hiatellidae,Panomya,ampla,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts(Dall 1894),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2562,Animalia,Mollusca,Bivalvia,Myoida,Hiatellidae,Panopea,generosa,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Conrad 1849)); WDFW Subtidal Survey,Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2563,Animalia,Echinodermata,Holothuroidea,Molpadiida,Caudinidae,Paracaudina,chilensis,,,High Mg Calcite,High Mg Calcite,PSMEP_Benthic_Inverts((J. Mⁿller 1850)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2564,Animalia,Annelida,Sedentaria,Canalipalpata,Sabellidae,Paradialychone,bimaculata,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Banse & Nicholls 1968)á),Taxonomic Assignment (Family),Taxonomic Assignment (Family),WoRMS
2565,Animalia,Annelida,Sedentaria,Canalipalpata,Sabellidae,Paradialychone,ecaudata,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Moore 1923)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),WoRMS
2566,Animalia,Annelida,Sedentaria,Scolecida,Paraonidae,Paradoneis,lyra,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Southern 1914)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2567,Animalia,Annelida,Sedentaria,Scolecida,Paraonidae,Paradoneis,spinifera,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Hobson 1972)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),WoRMS
2568,Animalia,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Paradulichia,typica,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Boeck 1870),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2569,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Parametaphoxus,quaylei,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Jarrett & Bousfield 1994),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2570,Animalia,Nemertea,Enopla,Hoplonemertea,Emplectonematidae,Paranemertes,californica,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Coe 1904),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2571,Animalia,Annelida,Sedentaria,Scolecida,Paraonidae,Paraonides,platybranchia,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Hartman 1961)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2572,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Paraphoxus,gracilis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Jarrett & Bousfield 1994),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2573,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Paraphoxus,communis,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Jarrett & Bousfield 1994),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2574,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Parapleustes,americanus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Bousfield & Hendrycks 1995),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2575,Animalia,Annelida,Sedentaria,Canalipalpata,Spionidae,Prionospio,plumosa,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Moore 1923)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2576,Animalia,Annelida,Sedentaria,Canalipalpata,Sabellidae,Sabella,media,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts(Bush 1905),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2577,Animalia,Annelida,Sedentaria,Canalipalpata,Sabellidae,Bispira,rugosa,,,Non-CaCO3 mineral,Non-CaCO3 mineral,PSMEP_Benthic_Inverts((Moore 1904)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2578,Animalia,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Pardalisca,cuspidata,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",PSMEP_Benthic_Inverts(Kr°yer 1842),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2579,Animalia,Annelida,Errantia,Eunicida,Dorvilleidae,Parougia,caeca,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Webster & Benedict 1884)),Taxonomic Assignment (Family),Taxonomic Assignment (Family),ITIS
2580,Animalia,Mollusca,Bivalvia,Ostreoida,Propeamussidae,Parvamussium,alaskense,,,"Amorphous, Aragonite","Calcite, Aragonite",PSMEP_Benthic_Inverts((Dall 1871)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2581,Animalia,Cnidaria,Anthozoa,Actiniaria,Haloclavidae,Peachia,quinquecapitata,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(McMurrich 1913),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2582,Animalia,Kamptozoa,Entoprocta,Solitaria,Pedicellinidae,Pedicellina,cernua,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts((Pallas 1774)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
2583,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,lissoplaca,,,High Mg Calcite,High Mg Calcite,PSMEP_Benthic_Inverts((H.L. Clark 1924)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2584,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,pediparva,,,High Mg Calcite,High Mg Calcite,PSMEP_Benthic_Inverts(Lambert 1998),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),WoRMS
2585,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,rigida,,,High Mg Calcite,High Mg Calcite,PSMEP_Benthic_Inverts(Lambert 1998),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),WoRMS
2586,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,trachyplaca,,,High Mg Calcite,High Mg Calcite,PSMEP_Benthic_Inverts((H.L. Clark 1924)),Taxonomic Assignment (Genus),Taxonomic Assignment (Genus),ITIS
2587,Animalia,Annelida,Sedentaria,Scolecida,Maldanidae,Petaloclymene,pacifica,,,No mineralization,No mineralization,PSMEP_Benthic_Inverts(Green 1997),Taxonomic Assignment (Family),Taxonomic Assignment (Family),WoRMS
2588,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Vermetidae,Petaloconchus,compactus,,,"Amorphous, Aragonite",Aragonite,PSMEP_Benthic_Inverts((Carpenter 1864)),Taxonomic Assignment (Order),Taxonomic Assignment (Order),ITIS
